symbol,smiles,cxsmiles,monomer_type
X2246,N[C@@H](CC(=O)O)C(=O)COP(=O)(c1ccccc1)c1ccccc1,OC(=O)C[C@H](N[*])C(=O)COP(=O)(c1ccccc1)c1ccccc1 |$;;;;;;_R1;;;;;;;;;;;;;;;;;;$|,Backbone
meL,CN[C@H](C=O)CC(C)C,CC(C)C[C@H](N(C)[*])C([*])=O |$;;;;;;;_R1;;_R2;$|,Backbone
X4,CC(C)NCCCC[C@H](N)C=O,CC(C)NCCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;_R1;;_R2;$|,Backbone
dA,C[C@@H](N)C=O,C[C@@H](N[*])C([*])=O |$;;;_R1;;_R2;$|,Backbone
Phe(4-Me),Cc1ccc(C[C@H](N)C=O)cc1,Cc1ccc(C[C@H](N[*])C([*])=O)cc1 |$;;;;;;;;_R1;;_R2;;;$|,Backbone
1-Nal,N[C@H](C=O)Cc1cccc2ccccc12,[*]N[C@@H](Cc1cccc2ccccc12)C([*])=O |$_R1;;;;;;;;;;;;;;;_R2;$|,Backbone
X800,CSCCNCC=O,CSCCN([*])CC([*])=O |$;;;;;_R1;;;_R2;$|,Backbone
X946,O=C[C@H]1CS(=O)CN1,[*]N1CS(=O)C[C@@H]1C([*])=O |$_R1;;;;;;;;_R2;$|,Backbone
X880,N[C@H](C=O)Cc1ccc(P(=O)(O)O)cc1,OP(O)(=O)c1ccc(C[C@H](N[*])C([*])=O)cc1 |$;;;;;;;;;;;_R1;;_R2;;;$|,Backbone
X883,N[C@H](C=O)Cc1ccccc1F,Fc1ccccc1C[C@H](N[*])C([*])=O |$;;;;;;;;;;_R1;;_R2;$|,Backbone
X1213,CCOc1ccc(C[C@@H](N)C=O)cc1,CCOc1ccc(C[C@@H](N[*])C([*])=O)cc1 |$;;;;;;;;;;_R1;;_R2;;;$|,Backbone
X1023,CCCCCC=CCC=CCC=CCC=CCCCC(=O)O[C@@H](COC(=O)CCCCCCCCCCCCCCCCC)COC(=O)[C@@H](N)[C@@H](C)CC,"CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)[C@@H](N[*])[C@@H](C)CC)OC(=O)CCCC=CCC=CCC=CCC=CCCCCC |w:39.38,42.41,45.44,48.47,$;;;;;;;;;;;;;;;;;;;;;;;;;;;;_R1;;;;;;;;;;;;;;;;;;;;;;;;;;$|",Backbone
X1033,CCC[C@@H](C=O)NCCCC1CCCCC1,CCC[C@H](NCCCC1CCCCC1)C([*])=O |$;;;;;;;;;;;;;;;_R2;$|,Backbone
dTle,CC(C)(C)[C@@H](N)C=O,CC(C)(C)[C@@H](N[*])C([*])=O |$;;;;;;_R1;;_R2;$|,Backbone
X979,Cc1cc(C)cc(C[C@H](N)C=O)c1,Cc1cc(C)cc(C[C@H](N[*])C([*])=O)c1 |$;;;;;;;;;;_R1;;_R2;;$|,Backbone
X1041,N=C(N)NCC=O,NC(=N)NCC([*])=O |$;;;;;;_R2;$|,Backbone
X1210,O=CCNCCCN1CCCC1=O,[*]C(=O)CNCCCN1CCCC1=O |$_R2;;;;;;;;;;;;;$|,Backbone
V_Me,CC(=O)[C@@H](N)C(C)C,CC(C)[C@H](N[*])C(C)=O |$;;;;;_R1;;;$|,Backbone
X1042,CC(C)[C@@H](C=O)NC(=O)Oc1ccccc1,CC(C)[C@H](NC(=O)Oc1ccccc1)C([*])=O |$;;;;;;;;;;;;;;;_R2;$|,Backbone
X1112,CCN[C@H](C=O)Cc1ccccc1,CCN[C@@H](Cc1ccccc1)C([*])=O |$;;;;;;;;;;;;_R2;$|,Backbone
X873,CC(C)C[C@@H](C=O)NC(=O)Nc1ccccc1,CC(C)C[C@H](NC(=O)Nc1ccccc1)C([*])=O |$;;;;;;;;;;;;;;;;_R2;$|,Backbone
X1910,CC1(C)CN[C@@H](C=O)C1,CC1(C)C[C@@H](N([*])C1)C([*])=O |$;;;;;;_R1;;;_R2;$|,Backbone
X1911,CN[C@@](C=O)(Cc1ccccc1)C(F)(F)F,CN([*])[C@](Cc1ccccc1)(C([*])=O)C(F)(F)F |$;;_R1;;;;;;;;;;_R2;;;;;$|,Backbone
X1771,N[C@H](C=O)CCCCCC(=O)[C@@H]1CO1,[*]N[C@@H](CCCCCC(=O)[C@@H]1CO1)C([*])=O |$_R1;;;;;;;;;;;;;;_R2;$|,Backbone
X1938,CC(=N)NCCC[C@H](N)C=O,CC(=N)NCCC[C@H](N[*])C([*])=O |$;;;;;;;;;_R1;;_R2;$|,Backbone
X1962,O=C[C@@H](CS)N(CCCc1ccccc1)CCCc1ccccc1,[*]C(=O)[C@@H](CS[*])N(CCCc1ccccc1)CCCc1ccccc1 |$_R2;;;;;;_R3;;;;;;;;;;;;;;;;;;;$|,Backbone
X2010,CC(C)CNCc1ccc(C[C@H](N)C=O)cc1,CC(C)CNCc1ccc(C[C@H](N[*])C([*])=O)cc1 |$;;;;;;;;;;;;;_R1;;_R2;;;$|,Backbone
X2058,CCCCCCN[C@@H](C=O)CS,CCCCCCN[C@H](CS[*])C([*])=O |$;;;;;;;;;;_R3;;_R2;$|,Backbone
X1913,C[C@@H](OC(c1ccccc1)(c1ccccc1)c1ccccc1)[C@@H](N)C=O,C[C@@H](OC(c1ccccc1)(c1ccccc1)c1ccccc1)[C@@H](N[*])C([*])=O |$;;;;;;;;;;;;;;;;;;;;;;;;_R1;;_R2;$|,Backbone
X1790,CC(C)(C)OC(=O)NC[C@@H](N)C=O,CC(C)(C)OC(=O)NC[C@@H](N[*])C([*])=O |$;;;;;;;;;;;_R1;;_R2;$|,Backbone
X1743,N[C@@](C=O)(Cc1ccccc1)C(F)(F)F,FC(F)(F)[C@](Cc1ccccc1)(N[*])C([*])=O |$;;;;;;;;;;;;;_R1;;_R2;$|,Backbone
X1705,CN[C@H](C=O)Cc1cn(OC)c2ccccc12,COn1cc(C[C@H](N(C)[*])C([*])=O)c2ccccc12 |$;;;;;;;;;_R1;;_R2;;;;;;;$|,Backbone
X1813,N=C(C=O)Cc1cccnc1,"[*]N=C(Cc1cccnc1)C([*])=O |w:1.0,$_R1;;;;;;;;;;;_R2;$|",Backbone
X1880,COC[C@@H](N)C=O,COC[C@@H](N[*])C([*])=O |$;;;;;_R1;;_R2;$|,Backbone
X1883,CN[C@H](C=O)[C@H](O)[C@H](C)CCCC(=O)OCSC,CSCOC(=O)CCC[C@@H](C)[C@@H](O)[C@H](N(C)[*])C([*])=O |$;;;;;;;;;;;;;;;;_R1;;_R2;$|,Backbone
X1673,CC1(C)CN[C@H](C=O)C1,CC1(C)C[C@H](N([*])C1)C([*])=O |$;;;;;;_R1;;;_R2;$|,Backbone
X1739,CC(=O)OCCOC[C@@H](N)C=O,CC(=O)OCCOC[C@@H](N[*])C([*])=O |$;;;;;;;;;;_R1;;_R2;$|,Backbone
Me_Lys(Boc),CN[C@H](C=O)CCCCNC(=O)OC(C)(C)C,CN([*])[C@@H](CCCCNC(=O)OC(C)(C)C)C([*])=O |$;;_R1;;;;;;;;;;;;;;;_R2;$|,Backbone
X866,CCCCCC[C@H](N)C=O,CCCCCC[C@H](N[*])C([*])=O |$;;;;;;;;_R1;;_R2;$|,Backbone
X1401,CCCCCCCCCC[C@H](N)C=O,CCCCCCCCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;;;_R1;;_R2;$|,Backbone
X1895,N[C@H](C=O)Cc1c(-c2ccccc2)[nH]c2ccccc12,[*]N[C@@H](Cc1c([nH]c2ccccc12)-c1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone
X1710,CN[C@@H](C=O)SCCN(C)C,CN(C)CCS[C@@H](N(C)[*])C([*])=O |$;;;;;;;;;_R1;;_R2;$|,Backbone
X3000,N[C@H](C=O)Cn1cc(Cc2ccccc2)nn1,[*]N[C@@H](Cn1cc(Cc2ccccc2)nn1)C([*])=O |$_R1;;;;;;;;;;;;;;;;;_R2;$|,Backbone
X1853,C=CC=CC[C@@H](C)[C@@H](O)[C@@H](C=O)NC,"C[C@H](CC=CC=C)[C@@H](O)[C@H](N(C)[*])C([*])=O |w:3.2,$;;;;;;;;;;;;_R1;;_R2;$|",Backbone
X56,C[C@@](N)(C=O)Cc1ccccc1,C[C@@](Cc1ccccc1)(N[*])C([*])=O |$;;;;;;;;;;_R1;;_R2;$|,Backbone
Cit,NC(=O)NCCC[C@H](N)C=O,NC(=O)NCCC[C@H](N[*])C([*])=O |$;;;;;;;;;_R1;;_R2;$|,Backbone
X70,N[C@@H](C=O)Cc1ccc(C(=O)c2ccccc2)cc1,[*]N[C@H](Cc1ccc(cc1)C(=O)c1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone
Me_Sar,CN(C)CC=O,CN(C)CC([*])=O |$;;;;;_R2;$|,Backbone
X222,C=CCCCCC[C@H](N)C=O,[*]N[C@@H](CCCCCC=C)C([*])=O |$_R1;;;;;;;;;;;_R2;$|,Backbone
X155,Cc1[nH]c2ccccc2c1C[C@@H](N)C=O,Cc1[nH]c2ccccc2c1C[C@@H](N[*])C([*])=O |$;;;;;;;;;;;;;_R1;;_R2;$|,Backbone
X110,C[C@@H](N)C(=O)C(F)(F)F,C[C@@H](N[*])C(=O)C(F)(F)F |$;;;_R1;;;;;;$|,Backbone
X118,N[C@H](C=O)Cc1ccccc1,[*]N[C@@H](Cc1ccccc1)C=O |$_R1;;;;;;;;;;;$|,Backbone
X281,C[C@H](C=O)Nc1nccs1,C[C@@H](Nc1nccs1)C([*])=O |$;;;;;;;;;_R2;$|,Backbone
X425,N=C(N)NC[C@H](N)C=O,NC(=N)NC[C@H](N[*])C([*])=O |$;;;;;;;_R1;;_R2;$|,Backbone
Hyp,O=C[C@@H]1C[C@@H](O)CN1,O[C@@H]1C[C@H](N([*])C1)C([*])=O |$;;;;;_R1;;;_R2;$|,Backbone
Aze,O=C[C@@H]1CCN1,[*]N1CC[C@H]1C([*])=O |$_R1;;;;;;_R2;$|,Backbone
X1774,CN[C@H](C=O)[C@H](O)[C@H](C)CC=CCO,"C[C@H](CC=CCO)[C@@H](O)[C@H](N(C)[*])C([*])=O |w:3.2,$;;;;;;;;;;;;_R1;;_R2;$|",Backbone
X2792,CS(=O)(=O)N[C@@H](C=O)CCCNC(=N)N,CS(=O)(=O)N[C@H](CCCNC(N)=N)C([*])=O |$;;;;;;;;;;;;;;_R2;$|,Backbone
X2904,N[C@H](C=O)CCCCNC(=O)Nc1cccc(Cl)c1,Clc1cccc(NC(=O)NCCCC[C@H](N[*])C([*])=O)c1 |$;;;;;;;;;;;;;;;;_R1;;_R2;;$|,Backbone
X2186,CN(C(=O)N[C@@H](C=O)Cc1c[nH]c2ccccc12)[C@H](N)C(=O)c1ccccc1,CN([C@H](N[*])C(=O)c1ccccc1)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C([*])=O |$;;;;_R1;;;;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone
X2798,O=C[C@H](CCCCNC(=O)N(CCCl)N=O)NC(=O)N(CCCl)N=O,ClCCN(N=O)C(=O)NCCCC[C@H](NC(=O)N(CCCl)N=O)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone
X2806,CC(C)C[C@@H](C=O)NC(=O)OC[C@H](O)CO,CC(C)C[C@H](NC(=O)OC[C@H](O)CO)C([*])=O |$;;;;;;;;;;;;;;;_R2;$|,Backbone
X2846,CC(C)C[C@@H](C=O)NC(=O)OCCCO,CC(C)C[C@H](NC(=O)OCCCO)C([*])=O |$;;;;;;;;;;;;;;_R2;$|,Backbone
X2827,Cc1ccccc1NC(=O)NCCCCC[C@H](N)C=O,Cc1ccccc1NC(=O)NCCCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;;;;;;;;;_R1;;_R2;$|,Backbone
X2830,N[C@H](C=O)Cc1ccn[nH]1,[*]N[C@@H](Cc1ccn[nH]1)C([*])=O |$_R1;;;;;;;;;;_R2;$|,Backbone
X2757,CN(C(=O)N[C@H](C=O)Cc1c[nH]c2ccccc12)[C@@H](N)C(=O)c1ccccc1,CN([C@@H](N[*])C(=O)c1ccccc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C([*])=O |$;;;;_R1;;;;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone
X2778,N[C@@H](CC(=O)O)C(=O)c1ncc(-c2c(Cl)cccc2Cl)o1,OC(=O)C[C@H](N[*])C(=O)c1ncc(o1)-c1c(Cl)cccc1Cl |$;;;;;;_R1;;;;;;;;;;;;;;;$|,Backbone
X2040,CC(C)CCNCCC[C@H](N)C=O,CC(C)CCNCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;;_R1;;_R2;$|,Backbone
X2171,CCS(=O)(=O)N[C@@H](C=O)CC1CCCCC1,CCS(=O)(=O)N[C@H](CC1CCCCC1)C([*])=O |$;;;;;;;;;;;;;;;_R2;$|,Backbone
X2176,CCCCCCCC=CCn1cncc1C[C@H](N)C=O,"CCCCCCCC=CCn1cncc1C[C@H](N[*])C([*])=O |w:8.8,$;;;;;;;;;;;;;;;;;;_R1;;_R2;$|",Backbone
X2232,NCCOC(=O)[C@@H](N)Cc1ccc(O)cc1,NCCOC(=O)[C@H](Cc1ccc(O)cc1)N[*] |$;;;;;;;;;;;;;;;;_R1$|,Backbone
X2247,N[C@H](C=O)C1c2ccccc2CCc2ccccc21,N[C@@H](C1c2ccccc2CCc2ccccc12)C([*])=O |$;;;;;;;;;;;;;;;;;;_R2;$|,Backbone
X1994,COc1cc(C[C@H](N)C=O)ccc1O,COc1cc(C[C@H](N[*])C([*])=O)ccc1O |$;;;;;;;;_R1;;_R2;;;;;$|,Backbone
X2039,O=C[C@@H](CS)NCc1cccnc1,[*]C(=O)[C@@H](CS[*])NCc1cccnc1 |$_R2;;;;;;_R3;;;;;;;;$|,Backbone
X1133,NCC(=O)CP(=O)(O)O,OP(O)(=O)CC(=O)CN[*] |$;;;;;;;;;_R1$|,Backbone
X1492,O=C[C@H]1NC[C@H]2C[C@H]21,[*]N1C[C@H]2C[C@H]2[C@H]1C([*])=O |$_R1;;;;;;;;_R2;$|,Backbone
X1295,N=C(N)NCCC[C@H](N)C(=O)c1nc2ccccc2s1,NC(=N)NCCC[C@H](N[*])C(=O)c1nc2ccccc2s1 |$;;;;;;;;;_R1;;;;;;;;;;;$|,Backbone
X1250,COc1cc(C[C@@H](N)C=O)cc(OC)c1OC,COc1cc(C[C@@H](N[*])C([*])=O)cc(OC)c1OC |$;;;;;;;;_R1;;_R2;;;;;;;;$|,Backbone
X1321,CC(C)[C@@H](C=O)NS(=O)(=O)C(F)(F)F,CC(C)[C@H](NS(=O)(=O)C(F)(F)F)C([*])=O |$;;;;;;;;;;;;;_R2;$|,Backbone
X1376,O=CCNCCC1CCCCC1,[*]N(CCC1CCCCC1)CC([*])=O |$_R1;;;;;;;;;;;;_R2;$|,Backbone
X1314,N[C@H](C=O)CCC(=O)OCc1ccccc1[N+](=O)[O-],[*]N[C@@H](CCC(=O)OCc1ccccc1N(=O)=O)C([*])=O |$_R1;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone
X1453,N[C@H](C=O)C1CCCCC1,[*]N[C@H](C=O)C1CCCCC1 |$_R1;;;;;;;;;;$|,Backbone
X1301,CNC(=N)NCC[C@H](N)C=O,CNC(=N)NCC[C@H](N[*])C([*])=O |$;;;;;;;;;_R1;;_R2;$|,Backbone
X1482,CCCCCCCCCCCCCCCCCCOc1ccc(C[C@H](N)C=O)cc1,CCCCCCCCCCCCCCCCCCOc1ccc(C[C@H](N[*])C([*])=O)cc1 |$;;;;;;;;;;;;;;;;;;;;;;;;;;_R1;;_R2;;;$|,Backbone
X1236,N[C@H](C=O)C1CCCC1,[*]N[C@@H](C1CCCC1)C([*])=O |$_R1;;;;;;;;;_R2;$|,Backbone
X1005,N[C@@H](C=O)CCCCNC1CCCCC1,[*]N[C@H](CCCCNC1CCCCC1)C([*])=O |$_R1;;;;;;;;;;;;;;;_R2;$|,Backbone
Spg_OMe,COC(=O)C1(N)CCCC1,COC(=O)C1(CCCC1)N[*] |$;;;;;;;;;;_R1$|,Backbone
X1199,CSCC[C@@H](N)C=O,CSCC[C@@H](N[*])C=O |$;;;;;;_R1;;$|,Backbone
X252,CSC(C)(C)[C@H](N)C=O,CSC(C)(C)[C@H](N[*])C([*])=O |$;;;;;;;_R1;;_R2;$|,Backbone
X634,O=C[C@@H]1C[C@@H](ON=Cc2ccc3c(c2)Cc2ccccc2-3)CN1,"[*]N1C[C@@H](C[C@H]1C([*])=O)ON=Cc1ccc-2c(Cc3ccccc-23)c1 |w:10.10,$_R1;;;;;;;_R2;;;;;;;;;;;;;;;;;$|",Backbone
X684,O=C[C@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,OC(=O)C[C@H](NC(=O)OCC1c2ccccc2-c2ccccc12)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone
X686,CCS[C@@H]1CCN[C@@H]1C=O,CCS[C@@H]1CCN([*])[C@@H]1C([*])=O |$;;;;;;;_R1;;;_R2;$|,Backbone
X564,CN(C)CCC[C@@H](C=O)[N-][N+]#N,CN(C)CCC[C@H]([N-][N+]#N)C([*])=O |$;;;;;;;;;;;_R2;$|,Backbone
X199,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)OCc1cc(C(F)(F)F)cc(C(F)(F)F)c1,FC(F)(F)c1cc(COC(=O)[C@H](Cc2c[nH]c3ccccc23)N[*])cc(c1)C(F)(F)F |$;;;;;;;;;;;;;;;;;;;;;;;_R1;;;;;;;$|,Backbone
dalloT,C[C@@H](O)[C@@H](N)C=O,C[C@@H](O)[C@@H](N[*])C([*])=O |$;;;;;_R1;;_R2;$|,Backbone
X1505,C[C@@](N)(C=O)Cc1ccccc1F,C[C@@](Cc1ccccc1F)(N[*])C([*])=O |$;;;;;;;;;;;_R1;;_R2;$|,Backbone
X1609,N[C@H](C=O)Cc1ccc(CC(=O)O)c(C(=O)O)c1,OC(=O)Cc1ccc(C[C@H](N[*])C([*])=O)cc1C(O)=O |$;;;;;;;;;;;_R1;;_R2;;;;;;$|,Backbone
X288,N[C@@H](C=O)Cc1c[nH]c2ccccc12,[*]N[C@H](Cc1c[nH]c2ccccc12)C=O |$_R1;;;;;;;;;;;;;;$|,Backbone
X967,CC(C)(C)OC(=O)NCCCC[C@@H](N)C=O,CC(C)(C)OC(=O)NCCCC[C@@H](N[*])C=O |$;;;;;;;;;;;;;;_R1;;$|,Backbone
X680,N[C@H](C=O)Cc1ccc(O)c(O)c1,Oc1ccc(C[C@H](N[*])C([*])=O)cc1O |$;;;;;;;;_R1;;_R2;;;;$|,Backbone
X796,N[C@@H](Cc1ccc(O)cc1)c1cn(CC=O)nn1,N[C@@H](Cc1ccc(O)cc1)c1cn(CC([*])=O)nn1 |$;;;;;;;;;;;;;;;_R2;;;$|,Backbone
X1608,CC(C)(C)OC(=O)N[C@@H](C=O)C1CCCCC1,CC(C)(C)OC(=O)N[C@H](C1CCCCC1)C([*])=O |$;;;;;;;;;;;;;;;;_R2;$|,Backbone
Boc_D,CC(C)(C)OC(=O)N[C@H](C=O)CC(=O)O,CC(C)(C)OC(=O)N[C@@H](CC(O)=O)C([*])=O |$;;;;;;;;;;;;;;_R2;$|,Backbone
X1699,C[C@@]1(C=O)CCN1,C[C@]1(CCN1[*])C([*])=O |$;;;;;_R1;;_R2;$|,Backbone
X1704,CN[C@H](C=O)CC(C)(C)O,CN([*])[C@@H](CC(C)(C)O)C([*])=O |$;;_R1;;;;;;;;_R2;$|,Backbone
X1557,C=C1CCN[C@@H]1C=O,[*]N1CCC(=C)[C@H]1C([*])=O |$_R1;;;;;;;;_R2;$|,Backbone
Boc_Glu(OBzl),CC(C)(C)OC(=O)N[C@H](C=O)CCC(=O)OCc1ccccc1,CC(C)(C)OC(=O)N[C@@H](CCC(=O)OCc1ccccc1)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone
X1606,CCCS[C@H]1CCN[C@H]1C=O,CCCS[C@H]1CCN([*])[C@H]1C([*])=O |$;;;;;;;;_R1;;;_R2;$|,Backbone
C_OBzl,N[C@@H](CS)C(=O)OCc1ccccc1,SC[C@H](N[*])C(=O)OCc1ccccc1 |$;;;;_R1;;;;;;;;;;$|,Backbone
X2587,COc1cc(C)c([C@H](C)[C@@H](N)C=O)c(C)c1,COc1cc(C)c([C@H](C)[C@@H](N[*])C([*])=O)c(C)c1 |$;;;;;;;;;;;_R1;;_R2;;;;$|,Backbone
X2718,C[C@@H](C=O)NC(=O)O,C[C@H](NC(O)=O)C([*])=O |$;;;;;;;_R2;$|,Backbone
H_OBzl,N[C@@H](Cc1cnc[nH]1)C(=O)OCc1ccccc1,[*]N[C@@H](Cc1cnc[nH]1)C(=O)OCc1ccccc1 |$_R1;;;;;;;;;;;;;;;;;;$|,Backbone
Cbz_Hyp,O=C[C@@H]1C[C@@H](O)CN1C(=O)OCc1ccccc1,O[C@@H]1C[C@H](N(C1)C(=O)OCc1ccccc1)C([*])=O |$;;;;;;;;;;;;;;;;;_R2;$|,Backbone
X2702,Cc1cc(C)cc(-c2ccc(C[C@H](N)C=O)cc2)c1,Cc1cc(C)cc(c1)-c1ccc(C[C@H](N[*])C([*])=O)cc1 |$;;;;;;;;;;;;;;;_R1;;_R2;;;$|,Backbone
X2636,C[C@H](OC(=O)[C@@H](N)Cc1ccccc1)c1ccccc1,C[C@H](OC(=O)[C@H](Cc1ccccc1)N[*])c1ccccc1 |$;;;;;;;;;;;;;;_R1;;;;;;$|,Backbone
X2682,CCOC(=O)C(F)(F)C(=O)[C@@H](N)CC1CCCCC1,CCOC(=O)C(F)(F)C(=O)[C@H](CC1CCCCC1)N[*] |$;;;;;;;;;;;;;;;;;;;_R1$|,Backbone
X2631,CN(C)[C@@H](CCCCN)C(=O)O[C@H]1CN[C@H](C=O)C1,CN(C)[C@@H](CCCCN)C(=O)O[C@@H]1C[C@H](N([*])C1)C([*])=O |$;;;;;;;;;;;;;;;;_R1;;;_R2;$|,Backbone
X2703,N[C@]1(C(=O)O)C[C@H]1CCc1ccccc1,OC(=O)[C@]1(C[C@H]1CCc1ccccc1)N[*] |$;;;;;;;;;;;;;;;_R1$|,Backbone
X2704,O=C[C@@H](Cc1cnc[nH]1)NC(=O)OC1CCCCC1,[*]C(=O)[C@@H](Cc1cnc[nH]1)NC(=O)OC1CCCCC1 |$_R2;;;;;;;;;;;;;;;;;;;$|,Backbone
X2643,CCOC(=O)[C@@H](N)Cc1c[nH]c2ccccc12,CCOC(=O)[C@H](Cc1c[nH]c2ccccc12)N[*] |$;;;;;;;;;;;;;;;;;_R1$|,Backbone
X2733,CC(C)(C)[C@@H](C=O)NCCCc1cnc[nH]1,CC(C)(C)[C@H](NCCCc1cnc[nH]1)C([*])=O |$;;;;;;;;;;;;;;;_R2;$|,Backbone
X2731,N[C@]1(C=O)CCc2ccccc21,[*]N[C@@]1(CCc2ccccc12)C([*])=O |$_R1;;;;;;;;;;;;_R2;$|,Backbone
X2651,CN[C@@H](CCCNC(=N)N)C(=O)c1nc2ccccc2s1,CN([*])[C@@H](CCCNC(N)=N)C(=O)c1nc2ccccc2s1 |$;;_R1;;;;;;;;;;;;;;;;;;;$|,Backbone
X2319,COc1ccc(CNCC=O)cc1OC,COc1ccc(CN([*])CC([*])=O)cc1OC |$;;;;;;;;_R1;;;_R2;;;;;$|,Backbone
X2297,C[C@H]1CCN[C@@H]1C=O,C[C@H]1CCN([*])[C@@H]1C([*])=O |$;;;;;_R1;;;_R2;$|,Backbone
X2331,NC1(C(=O)C(=O)O)CC1,OC(=O)C(=O)C1(CC1)N[*] |$;;;;;;;;;_R1$|,Backbone
X2470,CC(C)[C@H](N)C(=O)c1nc2ccccc2[nH]1,CC(C)[C@H](N[*])C(=O)c1nc2ccccc2[nH]1 |$;;;;;_R1;;;;;;;;;;;$|,Backbone
X2475,N[C@H](C=O)CCC=O,[*]N[C@@H](CCC=O)C([*])=O |$_R1;;;;;;;;_R2;$|,Backbone
X2378,CCCCCCCCCCCCCCCCS(=O)(=O)N[C@H](C=O)Cc1ccccc1,CCCCCCCCCCCCCCCCS(=O)(=O)N[C@@H](Cc1ccccc1)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone
X2343,COC(=O)[C@@H](N)CSCc1c[nH]c(=O)[nH]c1=O,COC(=O)[C@H](CSCc1c[nH]c(=O)[nH]c1=O)N[*] |$;;;;;;;;;;;;;;;;;_R1$|,Backbone
X2438,C[C@@](N)(CCCNC(=N)N)C(=O)c1nc2ccccc2s1,C[C@](CCCNC(N)=N)(N[*])C(=O)c1nc2ccccc2s1 |$;;;;;;;;;;_R1;;;;;;;;;;;$|,Backbone
X2398,Sc1ccccn1,[*]Sc1ccccn1 |$_R3;;;;;;;$|,Backbone
Me_dCha,CN[C@@H](C=O)CC1CCCCC1,CN[C@H](CC1CCCCC1)C([*])=O |$;;;;;;;;;;;_R2;$|,Backbone
X2402,N[C@@H](C[C@@H]1CCNC1=O)C(=O)c1ncc(-c2ccccc2)s1,[*]N[C@@H](C[C@@H]1CCNC1=O)C(=O)c1ncc(s1)-c1ccccc1 |$_R1;;;;;;;;;;;;;;;;;;;;;;$|,Backbone
X2458,CC(C)C[C@H](NC(=O)N[C@H](C=O)[C@@H]1CCN=C(N)N1)C(=O)O,"CC(C)C[C@H](NC(=O)N[C@@H]([C@@H]1CCN=C(N)N1)C([*])=O)C(O)=O |$;;;;;;;;;;;;;;;;;;_R2;;;;$,t:13|",Backbone
X2307,O=C(OCc1ccccc1)[C@@H]1N[C@H]1C(=O)OCc1ccccc1,[*]N1[C@H]([C@@H]1C(=O)OCc1ccccc1)C(=O)OCc1ccccc1 |$_R1;;;;;;;;;;;;;;;;;;;;;;;$|,Backbone
X531,CC(C)(C)c1ccc(S(=O)(=O)N[C@H](C=O)CCCNC(=N)N)cc1,CC(C)(C)c1ccc(cc1)S(=O)(=O)N[C@@H](CCCNC(N)=N)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone
X591,N[C@H](C=O)Cc1cccc2cc[nH]c12,[*]N[C@@H](Cc1cccc2cc[nH]c12)C([*])=O |$_R1;;;;;;;;;;;;;;_R2;$|,Backbone
Cbz_F,O=C[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1,[*]C(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1 |$_R2;;;;;;;;;;;;;;;;;;;;;$|,Backbone
X765,CC(C)(C)OC(=O)N[C@@H](C=O)CCCN,CC(C)(C)OC(=O)N[C@H](CCCN)C([*])=O |$;;;;;;;;;;;;;;_R2;$|,Backbone
X843,N[C@]1(C=O)C[C@@H](CO)C1,N[C@]1(C[C@H](CO)C1)C([*])=O |$;;;;;;;;_R2;$|,Backbone
EtCO_dHph,CCOC(=O)N[C@@H](C=O)CCc1ccccc1,CCOC(=O)N[C@H](CCc1ccccc1)C([*])=O |$;;;;;;;;;;;;;;;;_R2;$|,Backbone
X755,N#[N+][N-][C@H](C=O)c1ccccc1,[*]C(=O)[C@@H]([N-][N+]#N)c1ccccc1 |$_R2;;;;;;;;;;;;$|,Backbone
X523,Cc1cc(O)ccc1C[C@H](N)C=O,Cc1cc(O)ccc1C[C@H](N[*])C([*])=O |$;;;;;;;;;;;_R1;;_R2;$|,Backbone
X646,CC(C)C[C@@](C)(N)C=O,CC(C)C[C@@](C)(N[*])C([*])=O |$;;;;;;;_R1;;_R2;$|,Backbone
X519,N#[N+][N-][C@H](C=O)CCCN,NCCC[C@H]([N-][N+]#N)C([*])=O |$;;;;;;;;;_R2;$|,Backbone
