symbol,smiles,cxsmiles,monomer_type,embedding_mean,embedding_std,embedding_norm,embedding_min,embedding_max
X2414,Clc1ccc(cc1)-c1cn(nn1)[C@@H]1C[C@H](N(H)C1)C(H)=O,Clc1ccc(cc1)-c1cn(nn1)[C@@H]1C[C@H](N([*])C1)C([*])=O |$;;;;;;;;;;;;;;;;_R1;;;_R2;$|,Backbone,-0.0029655441,0.5991379,16.604002,-2.4344661,8.9586
X2365,OCC(CO)C[C@H](NH)C(O)=O,OCC(CO)C[C@H](N[*])C(O)=O |$;;;;;;;;_R1;;;$|,Backbone,-0.0030698348,0.64137644,17.77455,-2.4818091,7.4672766
X2509,COP(=O)(CCCCC[C@H](NH)C(H)=O)OC,COP(=O)(CCCCC[C@H](N[*])C([*])=O)OC |$;;;;;;;;;;;_R1;;_R2;;;$|,Backbone,-0.003157165,0.61521816,17.04965,-2.4684124,8.574006
X2442,HN1C[C@@H](C[C@H]1C(H)=O)n1cc(nn1)-c1cccc2ccccc12,[*]N1C[C@@H](C[C@H]1C([*])=O)n1cc(nn1)-c1cccc2ccccc12 |$_R1;;;;;;;_R2;;;;;;;;;;;;;;;;$|,Backbone,-0.0028430808,0.59476274,16.482737,-2.8497283,9.252281
X2499,CC(C)[C@H](NCc1cc(ccc1O)C(O)=O)C(H)=O,CC(C)[C@H](NCc1cc(ccc1O)C(O)=O)C([*])=O |$;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-0.003134724,0.55338126,15.335998,-1.6299937,6.6344376
X2369,HN1C[C@@H](C[C@H]1C(H)=O)Oc1cccc(c1)-c1cccc(c1)N(=O)=O,[*]N1C[C@@H](C[C@H]1C([*])=O)Oc1cccc(c1)-c1cccc(c1)N(=O)=O |$_R1;;;;;;;_R2;;;;;;;;;;;;;;;;;$|,Backbone,-0.0028879617,0.58473986,16.204985,-2.264445,8.490611
X2409,CCSH,CCS[*] |$;;;_R3$|,Backbone,-0.0027606506,0.8144966,22.57212,-2.8961928,7.1612144
X2468,OC(=O)C[C@H](NH)C(=O)Oc1cc(nn1-c1ccccc1)C(F)(F)F,OC(=O)C[C@H](N[*])C(=O)Oc1cc(nn1-c1ccccc1)C(F)(F)F |$;;;;;;_R1;;;;;;;;;;;;;;;;;;$|,Backbone,-0.0017103147,0.54933006,15.223556,-1.9476491,5.4982123
X2384,HN1CC(=O)OC[C@@H]1C(H)=O,[*]N1CC(=O)OC[C@@H]1C([*])=O |$_R1;;;;;;;;;_R2;$|,Backbone,-0.003158196,0.6156728,17.06225,-2.3518267,8.418528
X2335,HN(CC(H)=O)C1Cc2ccccc2C1,[*]N(CC([*])=O)C1Cc2ccccc2C1 |$_R1;;;;_R2;;;;;;;;;;$|,Backbone,-0.0025444247,0.5810567,16.10287,-2.5302858,8.165419
X2325,OC(=O)C[C@H](NH)C(=O)COc1cc(nn1-c1ccccc1)C(F)(F)F,OC(=O)C[C@H](N[*])C(=O)COc1cc(nn1-c1ccccc1)C(F)(F)F |$;;;;;;_R1;;;;;;;;;;;;;;;;;;;$|,Backbone,-0.0017137773,0.5347158,14.818553,-1.8826904,5.332931
X2318,HC(=O)CNCC(c1ccccc1)c1ccccc1,[*]C(=O)CNCC(c1ccccc1)c1ccccc1 |$_R2;;;;;;;;;;;;;;;;;;$|,Backbone,-0.002449993,0.61381495,17.010674,-2.5703256,7.72116
X450,C[C@@](CCCC=C)(NH)C(H)=O,C[C@@](CCCC=C)(N[*])C([*])=O |$;;;;;;;;_R1;;_R2;$|,Backbone,-0.0030229948,0.64581525,17.897552,-2.6705618,9.513441
X527,NC(=N)NCCC[C@H](NH)C(=O)c1ccccn1,NC(=N)NCCC[C@H](N[*])C(=O)c1ccccn1 |$;;;;;;;;;_R1;;;;;;;;$|,Backbone,-0.002595247,0.6101607,16.909424,-2.9149628,7.483569
X654,HN[C@@H](CSc1ccc(cc1N(=O)=O)N(=O)=O)C(H)=O,[*]N[C@@H](CSc1ccc(cc1N(=O)=O)N(=O)=O)C([*])=O |$_R1;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-0.0034246568,0.6141166,17.019165,-1.9544057,7.963802
X468,CS(=O)(=O)N[C@@H](C(c1ccccc1)c1ccccc1)C(H)=O,CS(=O)(=O)N[C@@H](C(c1ccccc1)c1ccccc1)C([*])=O |$;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-0.002837802,0.58327365,16.164345,-2.1803477,7.740935
X834,HN[C@@H](C1c2ccccc2-c2ccccc12)C(H)=O,[*]N[C@@H](C1c2ccccc2-c2ccccc12)C([*])=O |$_R1;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-0.0025053334,0.61211586,16.963594,-2.7015653,7.971449
X544,Cc1ccc(CNCCCC[C@H](NH)C(H)=O)cc1,Cc1ccc(CNCCCC[C@H](N[*])C([*])=O)cc1 |$;;;;;;;;;;;;;_R1;;_R2;;;$|,Backbone,-0.0031880096,0.5950705,16.491316,-2.7638533,8.72716
X771,COC(=O)C1(CCCCC1)NH,COC(=O)C1(CCCCC1)N[*] |$;;;;;;;;;;;_R1$|,Backbone,-0.00391708,0.5956722,16.50811,-2.3561146,8.076664
D_MeF,OC(=O)C[C@H](NH)C(=O)CF,OC(=O)C[C@H](N[*])C(=O)CF |$;;;;;;_R1;;;;$|,Backbone,-0.0029911983,0.6294488,17.443993,-2.0827518,6.671182
X963,COC(=O)[C@H](COC(=O)c1ccc(C)cc1)NH,COC(=O)[C@H](COC(=O)c1ccc(C)cc1)N[*] |$;;;;;;;;;;;;;;;;;_R1$|,Backbone,-0.0034412488,0.5715636,15.839923,-2.0912735,5.936382
X840,CCOC(=O)C(F)(F)C(=O)[C@@H](NH)C(C)C,CCOC(=O)C(F)(F)C(=O)[C@@H](N[*])C(C)C |$;;;;;;;;;;;;_R1;;;$|,Backbone,-0.0026571534,0.5916629,16.396807,-1.669794,5.6359534
X966,NCc1ccc(C[C@H](NH)C(H)=O)cc1,NCc1ccc(C[C@H](N[*])C([*])=O)cc1 |$;;;;;;;;;_R1;;_R2;;;$|,Backbone,-0.0033765018,0.6283496,17.413586,-2.8905356,9.600926
X672,CCCO[C@@H]1C[C@H](N(H)C1)C(H)=O,CCCO[C@@H]1C[C@H](N([*])C1)C([*])=O |$;;;;;;;;_R1;;;_R2;$|,Backbone,-0.0027985412,0.62458926,17.3093,-2.0407755,9.008203
X453,OS(=O)(=O)O[C@@H]1C[C@H](N(H)C1)C(H)=O,OS(=O)(=O)O[C@@H]1C[C@H](N([*])C1)C([*])=O |$;;;;;;;;;_R1;;;_R2;$|,Backbone,-0.0030524016,0.62465554,17.311169,-1.7080007,8.414614
X530,CCCC(CCC)NCCCC[C@H](NH)C(H)=O,CCCC(CCC)NCCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;;;;;_R1;;_R2;$|,Backbone,-0.0028334977,0.6114819,16.946066,-2.6991193,9.446037
X581,OC(=O)C(F)(F)c1ccc(C[C@H](NH)C(H)=O)cc1,OC(=O)C(F)(F)c1ccc(C[C@H](N[*])C([*])=O)cc1 |$;;;;;;;;;;;;;_R1;;_R2;;;$|,Backbone,-0.0029920938,0.6007812,16.649544,-2.4806998,8.145728
X456,CSCC[C@H](NC(N)=O)C(H)=O,CSCC[C@H](NC(N)=O)C([*])=O |$;;;;;;;;;;_R2;$|,Backbone,-0.0033278603,0.6208195,17.204903,-2.0240097,8.295
X653,OC(=O)CC[C@H](NCc1ccccc1)C(H)=O,OC(=O)CC[C@H](NCc1ccccc1)C([*])=O |$;;;;;;;;;;;;;;;_R2;$|,Backbone,-0.003568084,0.5723703,15.862299,-2.0841427,8.267624
dPhe(2-CN),HN[C@H](Cc1ccccc1C#N)C(H)=O,[*]N[C@H](Cc1ccccc1C#N)C([*])=O |$_R1;;;;;;;;;;;;;_R2;$|,Backbone,-0.0030457769,0.6148669,17.0399,-2.962336,9.631969
X3030,OC(=O)CCCNC(=S)NCCCC[C@H](NH)C(H)=O,OC(=O)CCCNC(=S)NCCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;;;;;;;_R1;;_R2;$|,Backbone,-0.0033224684,0.59721625,16.550798,-2.3554072,7.7512503
X2844,CCC(C)(C)OC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(H)=O,CCC(C)(C)OC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-0.0023841832,0.56088364,15.543805,-2.248785,6.9990387
X2518,OC[C@H](N1CCC[C@H]1C(H)=O)C(O)=O,OC[C@H](N1CCC[C@H]1C([*])=O)C(O)=O |$;;;;;;;;;_R2;;;;$|,Backbone,-0.0031113818,0.58747065,16.280693,-2.0822263,7.7657733
X2056,C[C@H](O)[C@H](NH)C=O,C[C@H](O)[C@H](N[*])C=O |$;;;;;_R1;;$|,Backbone,-0.002882041,0.682616,18.917377,-2.330002,7.143804
X1580,CNCCCC[C@H]([N-][N+]#N)C(H)=O,CNCCCC[C@H]([N-][N+]#N)C([*])=O |$;;;;;;;;;;;_R2;$|,Backbone,-0.003081822,0.6183684,17.13694,-2.383429,9.278752
X1431,CCOC(=O)[C@H](CCc1ccccc1)N(C)H,CCOC(=O)[C@H](CCc1ccccc1)N(C)[*] |$;;;;;;;;;;;;;;;;_R1$|,Backbone,-0.002673947,0.5901842,16.355831,-2.593282,6.6117663
X1647,C[C@@]1(CO1)C(=O)[C@H](Cc1ccc(CN)cc1)NH,C[C@@]1(CO1)C(=O)[C@H](Cc1ccc(CN)cc1)N[*] |$;;;;;;;;;;;;;;;;;_R1$|,Backbone,-0.0029158338,0.5809143,16.098974,-2.8528085,8.171221
Cbz_W,HC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)OCc1ccccc1,[*]C(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)OCc1ccccc1 |$_R2;;;;;;;;;;;;;;;;;;;;;;;;$|,Backbone,-0.0024693527,0.59725904,16.55187,-2.9616604,7.2941704
X2242,CN([C@@H](NH)C(=O)c1ccccc1)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(H)=O,CN([C@@H](N[*])C(=O)c1ccccc1)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C([*])=O |$;;;;_R1;;;;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-0.0019627188,0.53416854,14.803412,-2.190223,6.294434
Wil,HN[C@@H](Cn1ccc(=O)[nH]c1=O)C(H)=O,[*]N[C@@H](Cn1ccc(=O)[nH]c1=O)C([*])=O |$_R1;;;;;;;;;;;;;_R2;$|,Backbone,-0.0026990632,0.5903729,16.361067,-1.8830839,7.607327
dW,HN[C@H](Cc1c[nH]c2ccccc12)C(H)=O,[*]N[C@H](Cc1c[nH]c2ccccc12)C([*])=O |$_R1;;;;;;;;;;;;;;_R2;$|,Backbone,-0.0026121687,0.6131347,16.991842,-2.7892883,8.789964
dP,HN1CCC[C@@H]1C(H)=O,[*]N1CCC[C@@H]1C([*])=O |$_R1;;;;;;;_R2;$|,Backbone,-0.0029850595,0.6538341,18.119772,-2.5722046,9.886583
X801,NCCCC[C@H](NC(=O)N(CCCl)N=O)C(H)=O,NCCCC[C@H](NC(=O)N(CCCl)N=O)C([*])=O |$;;;;;;;;;;;;;;;;_R2;$|,Backbone,-0.0026198935,0.61764157,17.11674,-2.4993358,7.910266
X869,C[C@H](NC(=S)[C@H](C)NC(=O)OC(C)(C)C)C(H)=O,C[C@H](NC(=S)[C@H](C)NC(=O)OC(C)(C)C)C([*])=O |$;;;;;;;;;;;;;;;;_R2;$|,Backbone,-0.0028067045,0.5724807,15.86524,-1.2114948,5.961947
Me_Aib,CNC(C)(C)C(H)=O,CNC(C)(C)C([*])=O |$;;;;;;_R2;$|,Backbone,-0.0031961054,0.6239868,17.292654,-2.0413523,9.304788
X1108,Oc1ccc(C[C@H](Nc2ccc(cc2)-c2ccccc2)C(H)=O)cc1,Oc1ccc(C[C@H](Nc2ccc(cc2)-c2ccccc2)C([*])=O)cc1 |$;;;;;;;;;;;;;;;;;;;;;_R2;;;$|,Backbone,-0.0028400242,0.5842368,16.191036,-3.2234905,8.455222
X1109,CS[C@@H]1CCN(H)[C@@H]1C(H)=O,CS[C@@H]1CCN([*])[C@@H]1C([*])=O |$;;;;;;_R1;;;_R2;$|,Backbone,-0.0029456837,0.6136256,17.005487,-2.2556796,7.658433
X1166,OC(=O)CC[C@H](NC(=O)OCc1ccccc1)C(H)=O,OC(=O)CC[C@H](NC(=O)OCc1ccccc1)C([*])=O |$;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-0.002870094,0.59795207,16.571123,-2.431664,8.101404
dThi,HN[C@H](Cc1cccs1)C(H)=O,[*]N[C@H](Cc1cccs1)C([*])=O |$_R1;;;;;;;;;;_R2;$|,Backbone,-0.0036507167,0.5961625,16.521648,-2.0889175,9.582385
X752,CC(C)C[C@](C)(NH)C(H)=O,CC(C)C[C@](C)(N[*])C([*])=O |$;;;;;;;_R1;;_R2;$|,Backbone,-0.003411432,0.6061966,16.799677,-2.2354686,8.885803
Me_Dpr,CN(H)[C@@H](CN)C(H)=O,CN([*])[C@@H](CN)C([*])=O |$;;_R1;;;;;_R2;$|,Backbone,-0.0031510468,0.6435821,17.835684,-2.0224178,8.675269
X1050,COc1ccccc1-c1cn(nn1)[C@H]1C[C@H](N(H)C1)C(H)=O,COc1ccccc1-c1cn(nn1)[C@H]1C[C@H](N([*])C1)C([*])=O |$;;;;;;;;;;;;;;;;;_R1;;;_R2;$|,Backbone,-0.0029537969,0.6071663,16.826485,-2.7369823,9.186547
X891,HN[C@H]1CC(=O)NC1=O,[*]N[C@H]1CC(=O)NC1=O |$_R1;;;;;;;;$|,Backbone,-0.003384412,0.6340162,17.570623,-1.9983743,7.5520635
X1208,CC[C@@H](O)[C@H](NH)C(H)=O,CC[C@@H](O)[C@H](N[*])C([*])=O |$;;;;;;_R1;;_R2;$|,Backbone,-0.0032173216,0.64066833,17.754946,-2.2880726,8.873943
X1104,NN(CCCNC(N)=N)CC(H)=O,NN(CCCNC(N)=N)CC([*])=O |$;;;;;;;;;;;_R2;$|,Backbone,-0.0034466262,0.61943495,17.16655,-2.3438814,8.073924
K_ac,CC(=O)OC(=O)[C@H](CCCCN)NH,CC(=O)OC(=O)[C@H](CCCCN)N[*] |$;;;;;;;;;;;;;_R1$|,Backbone,-0.003555566,0.65088904,18.038237,-2.4077032,8.766801
X987,OC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(H)=O,OC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C([*])=O |$;;;;;;;;;;;;;;;;_R2;$|,Backbone,-0.0029404734,0.59498113,16.488802,-2.4204555,8.088026
X712,OB(O)c1ccc(C[C@H](NH)C(H)=O)cc1,OB(O)c1ccc(C[C@H](N[*])C([*])=O)cc1 |$;;;;;;;;;;_R1;;_R2;;;$|,Backbone,-0.002987137,0.63002986,17.460098,-2.6548965,8.762074
X713,CC(C)CC[C@@H](NH)C(H)=O,CC(C)CC[C@@H](N[*])C([*])=O |$;;;;;;;_R1;;_R2;$|,Backbone,-0.003476115,0.64142096,17.775839,-2.6058698,9.635342
X867,CCOc1ccc(C[C@H](NH)C(H)=O)cc1,CCOc1ccc(C[C@H](N[*])C([*])=O)cc1 |$;;;;;;;;;;_R1;;_R2;;;$|,Backbone,-0.0030499427,0.5921106,16.409267,-3.1600614,8.891733
X861,C[C@H](NCCc1ccc2ccccc2c1)C(H)=O,C[C@H](NCCc1ccc2ccccc2c1)C([*])=O |$;;;;;;;;;;;;;;;;_R2;$|,Backbone,-0.0026441917,0.5563615,15.418515,-2.7340095,6.792501
X1695,HN[C@@H](Cc1ccc2[nH]ccc2c1)C(H)=O,[*]N[C@@H](Cc1ccc2[nH]ccc2c1)C([*])=O |$_R1;;;;;;;;;;;;;;_R2;$|,Backbone,-0.0031584334,0.59682566,16.53995,-2.8484192,9.194241
X1769,HN1NC(=O)CC[C@H]1C(H)=O,[*]N1NC(=O)CC[C@H]1C([*])=O |$_R1;;;;;;;;;_R2;$|,Backbone,-0.0029966403,0.61206853,16.962345,-2.5370262,8.658416
X1973,NC(=O)N[C@@H](Cc1ccc(O)c(I)c1)C(H)=O,NC(=O)N[C@@H](Cc1ccc(O)c(I)c1)C([*])=O |$;;;;;;;;;;;;;;;_R2;$|,Backbone,-0.0032973515,0.600313,16.636612,-2.0614443,8.52301
X2042,CC[C@@]1(OC(=O)N(CCCN)CC(H)=O)C(=O)OCc2c1cc1-c3nc4ccccc4cc3Cn1c2=O,CC[C@@]1(OC(=O)N(CCCN)CC([*])=O)C(=O)OCc2c1cc1-c3nc4ccccc4cc3Cn1c2=O |$;;;;;;;;;;;;;_R2;;;;;;;;;;;;;;;;;;;;;;;$|,Backbone,-0.002238974,0.53154933,14.730858,-2.1979303,5.801825
X2046,Fc1cccc(c1)[C@H](NH)C(H)=O,Fc1cccc(c1)[C@H](N[*])C([*])=O |$;;;;;;;;;_R1;;_R2;$|,Backbone,-0.0029125493,0.6060704,16.79611,-2.7058022,8.739613
X2020,CC(C)CN[C@H](CSH)C(H)=O,CC(C)CN[C@H](CS[*])C([*])=O |$;;;;;;;;_R3;;_R2;$|,Backbone,-0.0031950504,0.6218799,17.234268,-2.237382,8.870243
X1963,Oc1ccc(cc1)[C@H]1CCN[C@H]1C(H)=O,Oc1ccc(cc1)[C@H]1CCN[C@H]1C([*])=O |$;;;;;;;;;;;;;_R2;$|,Backbone,-0.0029890246,0.6016797,16.67444,-2.3118687,8.494898
X2021,HC(=O)[C@@H](CSH)NC(=O)Nc1ccccc1,[*]C(=O)[C@@H](CS[*])NC(=O)Nc1ccccc1 |$_R2;;;;;;_R3;;;;;;;;;;$|,Backbone,-0.0030713666,0.59011877,16.354073,-2.167702,6.5665927
X2012,C[C@H](NC(=O)Nc1cccc(C)c1)C(H)=O,C[C@H](NC(=O)Nc1cccc(C)c1)C([*])=O |$;;;;;;;;;;;;;;_R2;$|,Backbone,-0.0025380158,0.5456866,15.122673,-2.3775208,5.8312263
X2013,C[C@H](NS(=O)(=O)c1c(C)cc(C)cc1C)C(H)=O,C[C@H](NS(=O)(=O)c1c(C)cc(C)cc1C)C([*])=O |$;;;;;;;;;;;;;;;;_R2;$|,Backbone,-0.0021429516,0.54076666,14.986282,-1.7319975,5.3152246
X2026,Oc1c(I)cc(C[C@@H](NH)C(H)=O)cc1I,Oc1c(I)cc(C[C@@H](N[*])C([*])=O)cc1I |$;;;;;;;;;_R1;;_R2;;;;$|,Backbone,-0.0031048458,0.6225115,17.251759,-2.425803,8.728665
X1691,NC(=N)N1CCC(CC1)(NH)C(H)=O,NC(=N)N1CCC(CC1)(N[*])C([*])=O |$;;;;;;;;;;_R1;;_R2;$|,Backbone,-0.0033228055,0.6104969,16.918837,-2.2147698,8.854802
X1928,CC(C)(O)COC[C@@H](NH)C(H)=O,CC(C)(O)COC[C@@H](N[*])C([*])=O |$;;;;;;;;;_R1;;_R2;$|,Backbone,-0.002888276,0.6419095,17.789297,-2.64358,8.547977
X1945,CCOC[C@@H](C)[C@@H](O)[C@H](N(C)H)C(H)=O,CCOC[C@@H](C)[C@@H](O)[C@H](N(C)[*])C([*])=O |$;;;;;;;;;;;_R1;;_R2;$|,Backbone,-0.002558553,0.61382836,17.011059,-2.7151043,7.896339
X1940,NCCn1cc(C[C@H](NH)C(H)=O)c2ccccc12,NCCn1cc(C[C@H](N[*])C([*])=O)c2ccccc12 |$;;;;;;;;;_R1;;_R2;;;;;;;$|,Backbone,-0.0026799638,0.5971894,16.549965,-3.0386913,8.732883
X1798,FC(F)(F)C(=O)CCCCC[C@H](NH)C(H)=O,FC(F)(F)C(=O)CCCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;;;;_R1;;_R2;$|,Backbone,-0.003046761,0.62100387,17.20997,-2.3604198,8.91468
Me_dHcy,CN(H)[C@H](CCS)C(H)=O,CN([*])[C@H](CCS)C([*])=O |$;;_R1;;;;;;_R2;$|,Backbone,-0.0028536841,0.6631715,18.37852,-1.8677503,9.001189
X1807,OCC(=C)COC[C@@H](NH)C(H)=O,OCC(=C)COC[C@@H](N[*])C([*])=O |$;;;;;;;;;_R1;;_R2;$|,Backbone,-0.0029264186,0.63089746,17.48413,-2.2325673,9.027645
X1728,HN[C@H]([C@@H](OCc1ccccc1)c1ccccc1)C(H)=O,[*]N[C@H]([C@@H](OCc1ccccc1)c1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-0.0023376595,0.61280394,16.982645,-2.8617423,7.7115593
dLys(Me)2,CN(C)CCCC[C@@H](NH)C(H)=O,CN(C)CCCC[C@@H](N[*])C([*])=O |$;;;;;;;;;_R1;;_R2;$|,Backbone,-0.0027513038,0.64076084,17.75745,-3.2382286,9.437532
X1754,CC(=O)SCCCCC[C@H](NH)C(H)=O,CC(=O)SCCCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;;_R1;;_R2;$|,Backbone,-0.0032680628,0.6568133,18.20237,-2.6919665,9.145067
Lys(Tac),CC(=S)NCCCC[C@H](NH)C(H)=O,CC(=S)NCCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;_R1;;_R2;$|,Backbone,-0.0035137676,0.6417199,17.78413,-2.416194,9.421604
X45,COC[C@H](NH)C(H)=O,COC[C@H](N[*])C([*])=O |$;;;;;_R1;;_R2;$|,Backbone,-0.002802546,0.66921633,18.54603,-2.4806592,8.679149
Boc_G,CC(C)(C)OC(=O)NCC(H)=O,CC(C)(C)OC(=O)NCC([*])=O |$;;;;;;;;;;_R2;$|,Backbone,-0.0029300314,0.5858495,16.235743,-2.2144573,6.8570676
Me_dNal,CN(H)[C@H](Cc1ccc2ccccc2c1)C(H)=O,CN([*])[C@H](Cc1ccc2ccccc2c1)C([*])=O |$;;_R1;;;;;;;;;;;;;;_R2;$|,Backbone,-0.0032795686,0.60038304,16.63855,-2.721075,9.717811
X94,N[C@@H](CC(=O)NC(=O)c1ccccc1N)C(H)=O,N[C@@H](CC(=O)NC(=O)c1ccccc1N)C([*])=O |$;;;;;;;;;;;;;;;;_R2;$|,Backbone,-0.0028265987,0.59571064,16.509005,-2.2654965,7.761173
X287,CCC(CC)NC(=O)N[C@H](C(H)=O)C(C)(C)C,CCC(CC)NC(=O)N[C@H](C([*])=O)C(C)(C)C |$;;;;;;;;;;;_R2;;;;;$|,Backbone,-0.0029211848,0.53908765,14.939855,-2.1098433,6.2892923
X167,COC(=O)C1(CCC1)NH,COC(=O)C1(CCC1)N[*] |$;;;;;;;;;_R1$|,Backbone,-0.0028671373,0.6125805,16.976515,-2.2435474,7.8358655
X163,NS(=O)(=O)c1ccc(NC(=S)N2CCC[C@H]2C(H)=O)cc1,NS(=O)(=O)c1ccc(NC(=S)N2CCC[C@H]2C([*])=O)cc1 |$;;;;;;;;;;;;;;;;;_R2;;;$|,Backbone,-0.0029130534,0.5498519,15.238155,-2.17123,6.04765
X294,C[C@H](NH)C(=O)OCCc1ccccc1,C[C@H](N[*])C(=O)OCCc1ccccc1 |$;;;_R1;;;;;;;;;;;$|,Backbone,-0.002607692,0.5881063,16.298239,-2.8114278,7.320897
F_OMe,COC(=O)[C@H](Cc1ccccc1)NH,COC(=O)[C@H](Cc1ccccc1)N[*] |$;;;;;;;;;;;;;_R1$|,Backbone,-0.0033036296,0.6225521,17.252913,-2.3396313,7.5353394
Me_dF,CN(H)[C@H](Cc1ccccc1)C(H)=O,CN([*])[C@H](Cc1ccccc1)C([*])=O |$;;_R1;;;;;;;;;;_R2;$|,Backbone,-0.0032172955,0.61215055,16.964647,-2.786487,9.556898
X117,HNCC=O,[*]NCC=O |$_R1;;;;$|,Backbone,-0.002655811,0.745694,20.66541,-2.7409568,9.831504
dHyp,O[C@H]1C[C@@H](N(H)C1)C(H)=O,O[C@H]1C[C@@H](N([*])C1)C([*])=O |$;;;;;_R1;;;_R2;$|,Backbone,-0.0032454412,0.6242569,17.300148,-1.7298094,8.953735
X282,C[C@H](NH)C(=O)C(F)(F)F,C[C@H](N[*])C(=O)C(F)(F)F |$;;;_R1;;;;;;$|,Backbone,-0.0027647216,0.6168933,17.09602,-2.1016831,7.3502655
Chg,HN[C@@H](C1CCCCC1)C(H)=O,[*]N[C@@H](C1CCCCC1)C([*])=O |$_R1;;;;;;;;;;_R2;$|,Backbone,-0.0029812485,0.59912974,16.603775,-2.4760883,9.275504
Orn,HN[C@@H](CCCNH)C(H)=O,[*]N[C@@H](CCCN[*])C([*])=O |$_R1;;;;;;;_R3;;_R2;$|,Backbone,-0.0028100275,0.6682019,18.517918,-2.2742157,9.277559
X24,Nc1nnc(NCCC[C@H](NH)C(H)=O)[nH]1,Nc1nnc(NCCC[C@H](N[*])C([*])=O)[nH]1 |$;;;;;;;;;;;_R1;;_R2;;$|,Backbone,-0.0033670266,0.6064672,16.80717,-2.6363907,9.079855
X26,CCCC(CCC)(NH)C(H)=O,CCCC(CCC)(N[*])C([*])=O |$;;;;;;;;_R1;;_R2;$|,Backbone,-0.0025726322,0.6205388,17.197021,-2.9259806,9.131038
X2765,CC(C)[C@H](N(C)H)C(=O)ON(C)[C@@H](C(C)C)C(H)=O,CC(C)[C@H](N(C)[*])C(=O)ON(C)[C@@H](C(C)C)C([*])=O |$;;;;;;_R1;;;;;;;;;;;_R2;$|,Backbone,-0.0026592433,0.5978455,16.568144,-2.0405686,7.503617
X2786,CN(CCCC[C@H](NH)C(H)=O)C(=O)Nc1ccccc1C,CN(CCCC[C@H](N[*])C([*])=O)C(=O)Nc1ccccc1C |$;;;;;;;;_R1;;_R2;;;;;;;;;;;$|,Backbone,-0.0028713997,0.5729493,15.878235,-2.6470425,7.9122906
X2352,CCOC(=O)[C@H]1[C@@H](N1H)C(H)=O,CCOC(=O)[C@H]1[C@@H](N1[*])C([*])=O |$;;;;;;;;_R1;;_R2;$|,Backbone,-0.003334511,0.6369171,17.651007,-2.2860575,9.664125
X2835,HN[C@@H](Cc1cnc([nH]1)-c1ccccc1)C(H)=O,[*]N[C@@H](Cc1cnc([nH]1)-c1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;;;;;_R2;$|,Backbone,-0.00263917,0.5925757,16.422104,-2.7630975,8.977056
X2828,HN[C@@H](CCCCNC(=O)NC1CCCCC1)C(H)=O,[*]N[C@@H](CCCCNC(=O)NC1CCCCC1)C([*])=O |$_R1;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-0.002961024,0.5765037,15.976748,-3.2044399,7.7528567
X2554,HN[C@H](Cc1ccc(Cc2ccccc2)cc1)C(H)=O,[*]N[C@H](Cc1ccc(Cc2ccccc2)cc1)C([*])=O |$_R1;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-0.0028327648,0.6061632,16.798672,-3.324595,8.7731085
X2736,Clc1cncc(OC(=O)[C@H](C[C@@H]2CCNC2=O)NH)c1,Clc1cncc(OC(=O)[C@H](C[C@@H]2CCNC2=O)N[*])c1 |$;;;;;;;;;;;;;;;;;;_R1;$|,Backbone,-0.0026335574,0.5559361,15.406727,-2.215823,5.8829217
X2742,HNCC(=O)c1nc2ccccc2[nH]1,[*]NCC(=O)c1nc2ccccc2[nH]1 |$_R1;;;;;;;;;;;;;$|,Backbone,-0.001850564,0.6250545,17.322094,-3.282065,7.9139986
X1847,HNC1([C@H]([C@@H]1c1ccccc1)c1ccccc1)C(H)=O,[*]NC1([C@H]([C@@H]1c1ccccc1)c1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-0.0029951092,0.6300328,17.460176,-3.367489,9.791545
